text,nightmare
"It starts in a library on KU's campus (watson) that looks exactly the same as usual except it's the size of a small airport. I'm walking down the halls with my boyfriend and suddenly my backpack disappears. I tell him I need to go look for it and I walk across the library (which takes a long time because it's so big) and I start to feel really anxious because no matter how fast I try and walk it feels like im walking through thick snow, and suddenly all i can see is rows of the same white door with a gold handle. Every door opens into the same bedroom (small twin bed, picture frames on the walls, white comforter) and there's a blonde, college age man standing in the bedroom. He tells me to lay down and close my eyes and if I don't he'll hurt me, so I start running away back the way I came and he starts chasing me. I wake up before I can run out of the library but I've had this dream every night in a row for a week.",1
"In my dream, I was disliked by my boyfriend's parents. My dream felt so real that I was still sad after I woke up. I remember saying goodbye to their dog while being pushed out the door.",0
"This dream was from a few days ago, and it was in an amalgamation of the University of Kansas campus, the play place jungle gyms in McDonald's, and the Five Nights at Freddy's: Security Breach location all scrambled together. There was also some underground tunnels from this reoccurring location in my dreams: an older looking hospital type moment. It was in the first person, and I was myself. My friend Natalie was there and some of the people who live on her floor as well, in addition to a few of my other friends as well. In total, it was me, Natalie, Julia, Lydia, Spencer, and though he was not there, Sebastian was referenced by name. It was mostly dark and cold, and Julia would not stop crying; Sebastian just dumped her. We were running away from something, winding around buildings and alleys before we came across this building everyone thought would be a good place to hide. I was scared because it didn't feel right to me, but everyone ran in, so I followed behind. We stopped a couple times to talk and strategize, but it was all very frantic and not very well planned. Julia was still crying and sad, and I wanted to comfort her very badly and make her feel better. I wanted to hug her and hold her until she could breathe. And then we had to start running again because if we didn't something bad would happen. I didn't know what it was, though. We ran down some stairs and through some rooms that were only lit with emergency-lights. We got to a ground floor, where we ran down the hall to a garage/loading dock area. To the left there was a old rusted ladder that went down a few flights. One by one the group began filing down, as fast as possible. I brought up the rear, and the ladder broke while I was climbing on it. I fell on the ground and was stuck up in the ladder, and everyone ran through the underground sewer-like pipe tunnels and left me behind. I looked up to the loading dock where we just climbed down from and saw the things that were chasing us. they jumped down from where we just were and grabbed me- presumably to kill me- but that part was where I woke up.",0
"I was in the NBA which is a professional league for basketball players and I ended up winning mvp ""most valuable player"" which made me feel really good.",0
"I was riding a skateboard down my neighborhood road by a pond at sunset, then I got off the skateboard and went down to the pond water. A person was down there flying a kite. I got close to the water and was looking into it and then a snapping turtle jumped out and started chasing me. I ran away and the turtle couldn't keep up, so I walked home.",0
"I was with a group of my friends and we we're hanging out. Just having fun partying and enjoying each others company. This was like the first time we had met in awhile. I was all grown up and a sucessful business owner. My friend Moe was a physical therapist, which he's wanted to be his whole life. My two other friends were blue-collar workers. We talked for hours and had fun. Then joe ends up bringng back a bad memory of when I used to be addicted to gambling. He claimed I owed him millions, I started to laugh it off cause I was like your lying. But, then he started to be serious and be like Ill come after you and ill get that money. Then I started worrying because he'd never been like this. I started to get worried because he was going to expose me. Then it ended there",1
"A dream I had a few months ago was unforgettable. In my dream, I woke up from my bed but I couldn't move.  My body was completely numb and all I could do was hear, and move my eyes.  I hear a man screaming at me, inaudible noises. and then out of my peripheral vision, I see my mom and sister in the corner of the room whispering.  I couldn't move my mouth and I was trying to scream to wake up, or gather their attention.  I was horrified.  I couldn't make out what the man was saying and I was fully aware I was dreaming. I was terrified I wouldn't be able to wake up. I thought that if I wiggled my toes I could wake up and so I attempted to try to move my feet and I bolted up and awoke.",1
My family and I were staying at a resort in Florida. The rooms were private and had a balcony and outside area that connected to the ocean/swamp by the resort. I woke up from bed and my brothers and I went outside. It was dark and one of my brothers was playing the water. All of a sudden an alligator bit him and dragged him down to the bottom. I screamed and my dad came running outside to save him. Then hundreds of alligators showed up and started swimming to the door. I ran inside and that's when I woke up.,0
"The guy that I like gave me his white essentials hoodie when we were eating dinner outside with our families on a set of those like wire outdoor furniture and all the bowls were fancy white china. I went upstairs to my childhood bedroom and changed and asked if he wanted it back and he said no, to keep it. It was very vivid and felt real when I woke up.",0
"A recent dream I had- 
I was trapped in a haunted house with people i felt like i knew but didnt know and i was trying to get me and 2 other little boys out as were being chased. Once we ran out I got yelled at saying ""you cannot leave without identification"" as the person i called in my dream to pick me up said the same thing. I woke up right after that was said.",1
"I was looking into a kitchen that belongs to a friend I haven't spoken to in a long time.  It's a dim lit kitchen with warm hues and it was night time.  I was peering in from the door that leads to the backyard.  I saw one of my current coworkers and best friend at the sink, I don't remember what he was doing but he was wearing his normal work clothes and was looking at the sink.  I could hear people in the living room and behind me in the backyard.  I saw that my friend was crying at the sink so I walked up to him cautiously because I know he doesn't like too much attention to his emotions and he doesn't like touch very much.  I went up to him and lightly touched his back and I remember asking him if he needed a hug and he turned to hug me.  He was still crying and I reached to embrace him and I felt wet all of a sudden.  He had turned into water and I was drenched in water.  I remember panicking and turning around frantically to see where he was and what had happened.  I was crying and hyperventilating but couldn't move.  I woke up drenched in sweat and crying.",0
"I was at my grandparents house but the side of the house where a wall should have been was open kind of like a doll house. They live in a two story farm house on a couple of acres so think large yard. The sky was orange like when a storm is happening during the day and a tornado warning was issued. I had several family members there, my aunt looked normal as well as everyone else. The only thing that freaked me out in the dream was michael myers. He was literally chasing me but not running, i could keep a good pace and we wouldnt catch me. I wasnt scared in the dream it just freaked me out a bit and was just like annoying to me, then i went into the front yard right while he was a distance away and woke myself up, like i told myself i was done.",0
"All I remember from the dream was being stressed about my exam for chemistry the next day, and I was freaking out if I was going to be late or not. I was in my dorm room and thought I had plenty of time to get ready but missed both my exam and the class after. I was very panicked and I woke up and told my boyfriend and then proceeded to wake up every hour because I was scared of missing the exam in real life.",1
"The setting was my dorm room, and I was laying in my bed in the same pose as I do while asleep with my eyes half open. I suspect I was between a dream and being awake, but I'm not sure. There was a centaur in the middle of my room, and upon me looking at it it moved to sit on top of me. We said something, it started to touch me a lot, then I got flustered and woke up.",0
"I was in a parking garage and couldn't find my mom's van that she let me drive for the day. I kept running into family members who wanted to talk, but I was distracted thinking of the van and where it could be. Was also on the phone with my mother. Soon after, my dog, Daisy, bit my grandma twice. I felt scared and didn't know what to do. I tried to bring my grandma to get help and looked over the edge of the building on the way to see a bad car crash, with countless people lying on the street. I woke up lying on my back, scared.",1
"i was in the present time and I had received a message from my ex saying that he wanted to meet up and talk and i was like i have a bf now and he was like i just want ot talk and 
""clear the air"". So i was reluctant but i agreed, next thing i know we are sitting in a park of sorts and its sunny outside, still chilly outside though. But he basically states how he was wrong for not communicating and basically leaving me with no closure to the point where i decided to cut off communication. But then asked why i didnt just talk to him, and i was like ""cause you literally didnt talk to me at all, like absolutley no communciation to the point where i was over it and decided to move on. And he understood where i was coming from.Then my current boyfriend pulled up in his Jeep and i got in the car and then my boyfriend got out of the car and looked my ex in the eye then said a bunch of things to him, in an angry way, then got back in the car and drove off with me.",0
"My brother and I were in the car. We were heading somewhere that was time was sensitive. My brother was the driver. We were on the street by Cap Fed and Naismith Hall. He took a wrong turn and made a U-turn. He decided halfway through he didn't want to go anymore, so he took another u-turn. It pissed me off because I knew I was going to be late to wherever we were going. So I looked up and there was a giant clock and it was one of those digital clocks that showed you the number and it had read 6:30 on it. After realizing I was going to be late now, I threw the first punch, then he hit me back. We started fighting in the car and that's when I woke up. I remember waking up extremely pissed. The color of my dream was distorted. The sky wasn't blue and the grass was not green. But the floor was lava. Similar to Mario Kart's lava map. My point of view stayed in first person the entire dream.",0
"I remember I was in a house trying to find something. I'm not sure I what I was trying to find but the house was a peel apart house. So I was able to ""fly"" but not like easily. Think about it more as swimming. So I was peeling back walls and floors and different areas would apear like a jungle or another room. I peeled open the floor and inside was the ocean. I tried to close it but a shark was coming so I couldn't. Thats the most I remember.",0
"In my most recent memorable dream, my best friend started dating a boy that I cared about. It kept happening over and over again with multiple friends and other past romantic interests. I remember feeling betrayed and heartbroken that they would all do that to me. I even woke up at one point and when I fell back asleep I re-entered the dream.",1
The dream I had last night was a good dream I was the main character. We were at a drake concert and I got brought on stage and then basically fell in love with me and bought me a bunch of stuff that I wanted and it was pretty cool then he like left and some other guy i was trying to get to be in love with me showed up and my friend was stealing him and that was really annoying then i awoke.,0
"I was walking on the sidewalk of a street that resembled Massachusetts Street. It was dark outside and I was carrying my wallet, phone, and computer. I'm not sure where I was going. I was the actor in the dream. Someone came up from behind me and stole my wallet, phone, and computer and ran away before I could see who it was. At the same time a car drove by and it was my roommates/friends car and my roommate was it in. She was an Uber driver which is not true in real life. There were many people in her car and they were talking very loudly with the windows open. Then the person who stole my belongings got in the car, and my roommate drove away but didn't notice I was there. Then it started pouring rain and I somehow got to a high school cafeteria that I've never seen before and I'm not sure how I got there. From the outside the building looked like a large shed. It was really crowded and loud inside and I didn't recognize any of the people. I met my roommate there and told her what happened and she took me to the people that she had given an Uber to. We convinced the people to give me my belongings back and they did. I felt happy and that everything was fixed. Then, I turned on my phone and the entire memory was wiped and I wanted to text my mom what happened but I wasn't able to make texts or phone calls because it wasn't working. Then I started crying in my dream because I was scared, and then I opened my wallet and all of my cards and money were gone. My drivers license was not my real license and the back side of my license was black. However, my computer was fine and the memory was still there. After this my roommate and I went back to where we were living but it's not a place that I recognize from real life. I didn't see the outside but inside it had a very narrow spiral staircase up to two small separate bedrooms. There was a bed in my room and a large, wooden triangle in the corner that I'm not sure what it was for. I didn't know what to do and I felt alone ad like I couldn't get help. Then I woke up to my alarm.",0
"I don't remember the entire dream, but I was trying to write on my iPad and my Apple pencil was creating these deep scratch marks on the screen. It's a new iPad so I was very unsettled and I was trying to find a screen protector or something but it was completely ruined. I felt uneasy during this dream.",0
I was in my dorm room and I was a giant compared to all my roommates and all three of them were making fun of me. I was crying and my room was filling up in a pool. I remember looking at my hands and they were just huge and I was super self conscious.,0
I was in my parents house and my mom was cooking some bacon. While my dad was watching the television. The dining room table was set for dinner. I was sitting on the other couch talking with my dad. We were discussing the new Royals baseball stadium proposal.,0
"in my dream I was in my room hall kitchen sitting on the floor with my girlfriend and her entire immediate family. Including her older sisters boyfriend, their new born, and their two adopted brothers who no longer live with them. it was a first person point of view and the father said something that only I found funny. So after a couple seconds after he said it, I started laughing and everyone else started laughing. Also, I wondered if they knew who I was really laughing at. The dream made me feel good because it was my girlfriend‘s whole family and all in one place at the same time.",0
My girlfriend just got done visiting and she got back to her dorm yesterday and last night i had a dream that when she got back her roommate said she had mano so than I was very scared in the dream I was getting mano.,0
"I had a dream I was pregnant and it was from my own perspective. I remember feeling sick to my stomach and telling my friends and family. The dream was so vivid, I woke up sweating. My parents took the news well and were helpful and I was confused by their reaction. I mostly couldn't believe that I was pregnant and I was in shock.",0
I went to my friend's wedding and she is Indian so we all dressed in their cultural clothes and danced. Then I got my hair cut in a Walmart superstore and it was really bad. When I left I flew away. I remember being happy at the wedding and crying at the walmart because my haircut was bad.,0
"I was behind a gas station with a mechanics garage and Thanos was present and he was showing a goup of us the power stone and what it could do. I looked around and found a giant crystal that I was going to shape into my own power stone, I looked at my left hand and noticed that the mind and time stones were already enbedded in my gauntlet. I shaped the purple crystal into my own power stone and embedded it into the gauntlet. I then moved to the gas station and an emergency situation occurred. The part with the infinity stones i felt powerful, like i could handle anything. The gas station part made me anxious but in control and ready to act. The group I was with also shaped their own power stones but didn't know how to use them.",0
"A recent dream that I remember took me back to high school. It appeared to be the last day of my senior year and I was taking a test in calculus. Everyone in the class was struggling with the exam and we begged the teacher to give us more time. I'm pretty sure I did bad on that exam because he put stuff that we never learned. After the exam a few of my friends and I went around the school saying goodbye to teachers, and I remember saying goodbye to an old science teacher and crying. This dream made me think about how connected I was to the teachers at my old school and made me miss what I used to have. This dream was in first-person actor point of view as most my dreams are.",0
"I had a dream about my ex-boyfriend and I meeting to talk, since we just recently broke up. I remember wearing a black romper that he had bought for me for one of our anniversaries and I was wearing my checkered Vans. My hair was curly, his two dogs attacked me with kisses like they normally do and he had this longing look when he looked at me. I remember sweating at my palms and nervously playing with my hair, I tick which is very common. I was nervous, It had been a month since we broke up, and I had been struggling to sleep and eat. I hear a soft ""hi"" escape his mouth, something familiar. My heartbeat increased. His hair was longer and disarrayed and had dark circles under his eyes that matched my own. Petting his dog one more time, I say hi back and follow him to his room. The tension was hot, It was awkward and oddly comforting that neither of us knew what to do since we couldn't do the normal routine that we'd practiced for the past year and 3 months of being together. I wanted him. I wanted to feel the warmth of his hug and him fluffing my hair like he used to. But then the other part didn't want me to be there because I couldn't get the bare minimum. I was mad at him, mad at him for not planning dates, holding the door for me, or simply being present. I find myself walking towards him as he sat on his bed, I parted his legs with my own and engulfed him in a hug. I needed that hug and so did he. The smell of Old Spice body wash engulfed me as well. It was comforting, warm, and homey. He too engulfed himself in my fragrance. My Hypnotic Poison by Dior. One that he liked. I feel a warm wet streaking coming down my cheek. I was crying and so was he. I hated seeing him cry, I felt at fault. I felt like I was asking so much, but so little. His hands move from my hips to my upper back, I bend at the hip, looking directly into his eyes. He tilts his head, eyes closed and leans in for a kiss.",0
"I was dreaming about how my mom surprised me with a trip to Arizona for 10 days. I was a little upset because this was over break and I wanted to hangout with my friends while I was back in college. When I got to Arizona, my cousins and friends were also there. We randomly went to the beach (I know there's not one in Arizona) and hung out in the ocean for hours. We had a big party that night and celebrated something.",0
"a recent dream of mine was about my family surprising me with a vacation over spring break, but I wasn't that excited. They told me that we would be gone for 10 days, but I didn't want to be gone that long because I wanted to see my home town friends before I left again for college. Once I got to the vacation destination, all my cousins and friends were there awaiting my arrival. We had a huge party in the backyard because it had a pool and a big place to hangout and have a bonfire. I felt really happy after that and was glad they took me on the trip.",0
I had a dream that I was in Stars Hallow (a ficitional town in the show Gilmore Girls). It was fall and the leaves were falling as I took a sip of the coffee I had bought from Luke's diner. I was able to meet Lorelai Gilmore and the people of Stars Hallow. It felt surreal to be inside one of my favorite shows. The plot was just a normal day in the fall and I was able to experience the small town lifestyle firsthand. I felt happy and content.,0
"***btw, i meant to say yes I do have family members with sleep issues***
Last night, I was watching all of the actors and actresses walking down the red carpet preparing for the Oscars. I was with my girlfriend in my dream and was wondering why the Oscars was happening right now, as it's not yet March (by the way, my girlfriend and I are HUGE movie buffs and are gearing up for the oscars and it's a really big deal for us). I was fairly stressed out because I hadn't seen all the movies I wanted to see before the Oscars, and thought about how I should've prioritized specifically seeing Poor Things and Zone of Interest in theaters. I was beginning to feel my chest restrict and have trouble breathing as I kept watching the actors entering on the carpet and the flashing cameras taking pictures of them was becoming really overwhelming for me. My girlfriend was getting onto me for not having seen all the movies nominated for Best Picture at least. This was pretty much the entire dream. It was very short.",0
"I dreamed that there was a fire in my building, and me and my roommate helped a bunch of other people evacuate",0
"I was in a nondescript theme park on a cloudy day by myself. I'm wandering around looking at attractions. I take a break on a bridge overlooking a river from a water ride when I hear a beautiful song being played on the piano. The song is ""Memories of Green"" from the movie Blade Runner. In real life this is a song that I'd been planning on learning. I trace the music to a tavern in the theme park. I step inside and it's very old timey themed and is lit only with candles. At the back of the bar I see an average height and weight white man with black hair playing the song on the piano. I start walking towards him and our gazes meet. He makes room for me on the piano bench and I watch him play. He finishes playing and tries to seduce and flirt with me. I refuse his advances but he's persistent. I run out of the bar and he continues to follow me around the theme park until I wake up.",0
"A recent dream that I had was about my best friend named Grace, her boyfriend was being unfaithful to her and she spent hours crying to me about it. I felt bad for her because I know how it feels for someone to betray you but I was also a bit annoyed, I don't exactly remember why. I don't know why or how but then it turned into me being in a relationship with a stranger, the reason why I remember this is because I was confused about how a stranger appeared to be my lover in my dream. I don't remember or recall seeing him in person but somehow he appeared to be in my dream.",0
In my dream I was going to my friends dorm room to hang out. I remember seeing two of my friends when I arrived. I arrived at the dorm but it wasn't like any other KU dorm. I entered through a window and it seemed like the floor and walls were tile. there was also a table without chairs around it and a very bland kitchen.,0
"I was in a cabin celebrating the Fourth of July with my husband and kids, it was nighttime and we were packing up to leave and go back home. It was kind of stressful at first trying to round up the three kids but I had my husband help so it was easier. It was more of a chilly night and there were a lot of mosquitos everywhere. They were all coming from the lake, so I went down before we left to set some traps but then they all flew towards me and started biting me, and then I fell to the ground unconscious. I woke up in the hospital with my whole family surrounding me I felt a burning sensation all over and that's when I got scared and woke up.",0
"I remember sitting with a group of people and my girlfriend was there with me and we were all sitting in a circle on a sidewalk and there was a random man that took my girlfriend away from me and went down the sidewalk, I remembered feeling scared and almost if my blood was rushing through me as it made me mad because I did not know what was happening and I woke up in a burst and was breathing very hard as I woke up.",1
"I am a cheerleader and there have been numerous times that I have had what I call a cheer nightmare. In the most recent one, I was late getting ready for a football game, came to the game in the wrong uniform and got in trouble. In the dream, I remember being very stressed and rushing to get ready. Once I got in trouble I remember feeling scared and upset that I wore the wrong thing, was late, and got in trouble.",0
"I was in the forest alone. I remembered it smelled like it just rained. I started to walk towards a cabin. It was a very modern cabin, very well taken care of, however, it was abandoned. I could hear birds chirping and I was surrounded by animals. I only remember seeing a dog, a snake, and some reindeer. I go into the cabin and find hot chocolate and the a fire. I sit down and close my eyes. I open them and see my mom and dad looking at me. I hug them and tell them to drink some hot chocolate. I felt calm and happy in this dream.",0
"I was taking the bus home, but it was in a different city. I wasn't alarmed or confused or anything, I just thought it was normal. I was on the right side of the bus and there was a couple next to me on the left side of the bus--the orientation of the bus was like a plane. Then, I switched to the left side where the couple was and had my hand out of the window. I almost got it cut off by a wall that was super close but I pulled it back just in time, I didn't feel scared, I felt exhilerated. I then was dropped off somewhere unfamiliar and super open in the city, but I still didn't feel confused. A group of guys were walking toward me and they looked hostile so I ran away and eventually went into a house that only had stairs going towards the attic. It ended up being a brothel with four women (I know that's not appropriate!!), and my dream ended there (I'm going to end it there) I realized I was in the dream once I ran up those stairs.",0
I was coming home and walked in on my boyfriend cheating on me with this girl I hate.,1
"I had a dream recently where I was with my siblings, but we saw something out of the window and it was movie characters, but from horror movies, such as Chucky, the exorcist, etc.. this wasn't too uncommon because ive feared these characters my whole life, my dream jumped to us riding in a car, bu these characters running so fast, almost as fast as the car itself. I remember tasting air, and feeling breathless, this wa also Timelapse on my street where I grew up at, but moved away in middle school. I was scared in the dream and everything felt unpredictable.",0
"It was a few nights ago so I forgot a lot, but I was at my house with my best friend Ella and we were dancing to songs and then kpop singers we like were there and they were very impressed by our dancing. Ella and one of the singers danced to one of his songs and then me and the other singer danced to his song and it was all lighthearted and happy. we were dancing on top of the stairs though which was weird. I was viewing it from a movie point of view, mostly always third person.",0
"I remeber being in my dorm and I saw that my roomate had bought toilet paper, which in the past few months, I have been the only one on our side of the dorm to provide. This made me really happy, as I didn't have to provide more and go spend my money to get some for the both of us as it was something we both needed to share.",0
I had a dream in third person view of me flying in this infinite cube like place where everything was this blue/grey color and in the area I was in was this structure that looked like it was made from different sized cubes. It looked like the worlds in Super Mario Bros 3D Land. I was flying but also being chased by a villian. The way I was able to fly kinda felt like what you. have to do when you're under water swimming. I tried to fly faster to get away from the villian chasing me but I just couldn't.,0
"I walked into a room. It was very dimly lit with a florescent (inconsistent) flickering light, and a girl named Auri was laying there in the middle back wrapped up in a blue quilted blanket on a hospital bed. She's pale, with lash extensions and red/brown hair with blonde highlights. She has a nose piercing. Her left leg was gone. There was a monitor next to her and some black screens on the left side of the wall, but that was it. Her eyes were closed and she was breathing through the ventilator/monitor. The floor was just beige colored tiles, and the room was grey. In real life, Auri was a friend/coworker of mine, but I never had really strong emotions for her until the dream. I was very very very sad she was in the hospital bed, almost as sad as I was when a loved one of mine died. In the dream, I knew that she was going to die. I was never touchy-feely with her in real life, but in my dream I crouched on a red stool next to her and held her hand and touched her forehead and cried while she slept. Then she woke up and chuckled a little bit and asked why I was crying. I told her she was going to die, and she ""no I'm not, I'm fine."" I looked down again and her leg was back and bundled up with the rest of her in her blue blanket. We end up just talking, I don't remember what about, but the conversation is casual and any hesitancy I had towards her in real life was completely gone. A window casually appears on the right side (the East side) of us, and I watch outside. It's dark, and there's a busy road/intersection (the room/hospital is at the corner of the intersection) with bustling cars and all their lights going. The nearby buildings also had lots of lights. It was raining slightly. The road we could see best (going from the North to the South) was inclined, with several little bumps/rolls, with the highest point toward the North side. The cars (normal ones you'd see anywhere) continued to get faster and faster, and we watched as some of them went so fast that they just flew over parts of the hill. I said ""they are starting to get pretty fast."" Some of them begin to drive out of control, as the ones that were flying would land on top of other cars, but the dream acted as if it was normal. Slightly alarming, but normal. More and more cars began to crash, when suddenly cars just began to get launched over from the top of the hill (we couldn't see why they were launching to such a degree). We heard a roar, and suddenly fucking King-Kong appears at the top of the hill and is sweeping cars off the road with his hands and sending them flying. Another giant monster is next to him, but I can't remember what it looked like. I remember starting to feel fear as one of the cars hit out building but didn't break it. We watch King Kong start to descend down the hill, throwing cars everywhere, and realize he's coming towards our building. More cars start hitting our building, when Auri jumps up and grabs my hand at the same time. She's in a white hospital gown with blue and pink mini stars. ""Run!!!"" she shouts, and just as we start to sprint towards what I'm assuming is a door, a car that King-Kong threw hits our room and the ceiling comes crashing in and my dream ends.",1
"I was in bed next to my mom and was really anxious because she was dying and she was like doing the typical movie deathbed advice stuff. Then out of nowhere Miranda Bailey (from Grey's Anatomy) got on the bed and like shot her. I didn't see blood or anything and there weren't like bullets, but I understood that Bailey had killed her and then Bailey came for me, but I managed to get the gun from her and shoot her instead (still no blood or gore, just like the concept that she was dead as well).",0
"In my dream, it was night time I was inside, a bedroom with my cousins, and we were getting ready for New Years Eve celebrations. I was wearing a green dress sitting criss cross on a bed facing a mirror. I heard a big boom and screaming. We ran outside, and I found out there had been a car crash, and my entire family was running that way. The dream started in 3rd person, like a camera was following me, and then it moved into the point of view of my eyes.",1
"I had a dream that I went back to my high school as a college student to take a physics class. The teacher was my old high school physics teacher. I had to leave class early for a track meet because I’m on the KU track and field team, but when I told my teacher I had to leave he became very upset and disappointed in me. As I left he told me I might as well not come back and that hurt me because I had really liked him and he seemed to not like me at all anymore. As I left the building it started pouring rain and I ran to my car. As I pulled out of the parking lot, the yeti from GTA 5 began quickly running down the road chasing me. I started to panic because I’m not good at driving in gta but if I let the yeti catch me he would kill me so I started driving really fast. I struggled to control the steering wheel and accidentally hit a pedestrian walking on the side walk. I immediately heard police sirens coming to get me, However I was still running from the yeti. Eventually the police stopped my car and the yeti caught up to me. During the whole chase I was feeling extremely anxious but as the yeti went in for a punch I felt mortified. Right when he made contact with me in my dream, I woke up in real life gasping. It was 4am, and I had the feeling I get in my stomach when I’m supper nervous and I had tears in the corners of my eyes. I feel like this dream was very silly but I was genuinely terrified.",1
I went on a vacation with my friends. I was having fun and we were heading to the airport.,0
I was back at home with my hometown friends and we were at the gym lifting and there were so many people in the gym. It was very crowded and we could never get on any of the machines. We all were getting very angry and upset and started getting very aggressive.,0
"I was in a falling state falling continuously, everything around me was dark and there was nothing to grab onto.",0
My best friend lied about how she went back home and told me the long reasons and it made me feel betrayed.,0
"I had a dream that me and all my hometown friends went to the same college but we were in different sorority’s. While being in a sorority you get serenated by the fraternities new pledges. My boyfriend was serenading my sorority but instead of the other pledges in the fraternity  dancing for us, all my friends were dancing and my boyfriend was the only guy. But the funny thing was that they all had a mouth full of spaghetti in their mouths. To me it was such a funny dream I couldn't stop laughing.",0